id,text,date,likes,detected_language,text_english
1742962804515016898,"Después de una exitosa campaña mundial de boicot contra Starbucks, se informa que la compañía ha perdido 11 mil millones de dólares en valor. https://t.co/5MeWJSRrM0",Thu Jan 04 17:34:49 +0000 2024,1330,es,"After a successful boycott world campaign against Starbucks, it is reported that the company has lost 11 billion dollars in value. https://t.co/5mewjsrrm0"
1842340873843232814,Fuera tan cafeinómana sabría que Starbucks es frecuentemente condenado por prácticas antisindicales y denunciado por bajos sueldos y malas condiciones laborales. Y así ella quiere que los funcionarios del café literario de Ñuñoa rebajen sus estándares laborales. https://t.co/FyFAXsxakG,Fri Oct 04 23:07:48 +0000 2024,1063,es,It was so caffeinian I would know that Starbucks is frequently condemned by anti -indical practices and denounced for low salaries and poor working conditions. And so she wants Ñuñoa literary coffee officials to reduce their job standards. https://t.co/fyfaxsxakg
1899786224912781337,"📢 Camilo Trejo, dirigente del Sindicato Starbucks: “El negocio de Starbucks se basa en reducir al mínimo el costo de los sueldos, mientras unos pocos se llevan grandes ganancias. El rubro de la comida rápida es altamente precarizado.”

💪✊ En plena huelga, los trabajadores https://t.co/p3y8XRS9CI",Wed Mar 12 11:35:06 +0000 2025,243,es,"📢 Camilo Trejo, leader of the Starbucks union: ""The Starbucks business is based on minimizing the cost of salaries, while a few are carried out. The quick food item is highly precarious.""

💪✊ In full strike, workers https://t.co/p3y8xrs9ci"
1775607780763664475,"Importante reminder de que Starbucks financia el genocidio palestino. 

Si el sabor a plástico de ese café con sobreprecio no les disuade, que les disuada el saber que estarían contribuyendo al exterminio de un pueblo.",Wed Apr 03 19:34:18 +0000 2024,256,es,"Important reminder that Starbucks finances the Palestinian genocide. 

If the plastic flavor of that coffee with overprices does not dissuade them, that they dissupped them to know that they would be contributing to the extermination of a people."
1892141138166862320,"El boikot funciona.
@starbucks_es ha perdido 11000 millones desde el inicio del genocidio.
Hay que seguir dando por saco.
Viva Palestina libre 🇵🇸 https://t.co/BnnLWwOjKx",Wed Feb 19 09:16:16 +0000 2025,527,es,"Boikot works.
@starbucks_es has lost 11,000 million since the beginning of genocide.
You have to continue giving a bag.
LIVE Free Palestine 🇵🇸 https://t.co/bnnlwwojkx"
1753838034519220312,"Starbucks, la cadena de cafeterías más grande del mundo, recorta sus previsiones de ventas y no cumple con las expectativas del mercado en medio de boicots. https://t.co/jvv93WNOOs",Sat Feb 03 17:49:06 +0000 2024,292,es,"Starbucks, the world's largest coffee shop chain, cuts its sales forecasts and does not meet market expectations in boycott. https://t.co/JVV93wnoos"
1893045531502342100,"☕️En #Chiapas y #Veracruz, pequeños caficultores viven en la pobreza. 
Mientras Nestlé y Starbucks promueven su sostenibilidad, la realidad es otra:
Nestlé compra 25% del café mexicano y Starbucks lo exporta para tostarlo en EE.UU. 
🚨Ninguna de las dos trata directamente con los https://t.co/Tueq5wE4tt",Fri Feb 21 21:10:00 +0000 2025,32,es,"☕️In #chiapas and #Veracruz, small coffee growers live in poverty. 
While Nestlé and Starbucks promote their sustainability, reality is another:
Nestlé buys 25% of Mexican coffee and Starbucks exports to toast it in the US. 
🚨Ninguna of the two deals directly with the https://t.co/tueq5We4tt"
1893045533708550100,"Usan:
🔴Intermediarios (ECOM, NKG, LDC) que imponen precios de miseria y controlan la producción. 🔴Certificaciones, 4C (Nestlé) y C.A.F.E. Practices (Starbucks) que no garantizan un comercio justo.
Un sistema diseñado para beneficiarlas a ellas y no a los caficultores. https://t.co/MXQJGko1vb",Fri Feb 21 21:10:00 +0000 2025,29,es,"Use:
🔴 Intermediarios (ECOM, NKG, LDC) that impose misery prices and control production. 🔴Certifications, 4c (Nestlé) and C.A.F.E. Practices (Starbucks) that do not guarantee a fair trade.
A system designed to benefit them and not to coffee growers. https://t.co/MXQJGKO1VB"
1893045535973560800,"💰Mientras Starbucks presume ""café ético"", sus compradores presionan para pagar menos de lo que cuesta producir.

Un caficultor en México gana $106 USD al mes y el CEO de Starbucks recibe $10 millones mensuales.💵 https://t.co/UtVB5bxnYh",Fri Feb 21 21:10:01 +0000 2025,26,es,"💰 While Starbucks boasts ""ethical coffee"", their buyers press to pay less than it costs to produce.

A coffee grower in Mexico earns $ 106 USD per month and the CEO of Starbucks receives $ 10 million per month."
1893045541140828700,"📢Ni Starbucks ni Nestlé garantizan condiciones dignas para los trabajadores:

Jornaleros sin contrato, pagos a destajo y trabajo infantil en los cafetales, mientras estas marcas venden su “café responsable” a precios premium. https://t.co/Utbsptg6aG",Fri Feb 21 21:10:02 +0000 2025,55,es,"📢ni Starbucks or Nestlé guarantee decent conditions for workers:

Surveyers without contract, paid payments and child labor in coffee plantations, while these brands sell their “responsible coffee” at premium prices. https://t.co/utbsptg6ag"
1893154545225622000,@elpoderdelc @EmpowerLLC @ProDESC @coffeewatchorg Starbucks y Nestlé son empresas ABUSIVAS Y DEPREDADORAS MUY HIPÓCRITAS!!! Tenemos que evitar consumirles e informar y concientizar a la sociedad,Sat Feb 22 04:23:11 +0000 2025,2,es,@elpoderdelc @empowerllc @prodesc @coffeewatchorg Starbucks and Nestlé are abusive companies and very hypocritical predators !!! We have to avoid consuming and informing and aware of society
1893109491115180000,"@elpoderdelc @EmpowerLLC @ProDESC @coffeewatchorg Que impotencia saber todo esto. Yo nunca compro café de Nestlé ni voy a ningún Starbucks a consumir sus productos, ojalá el gobierno hiciera algo al respecto y como consumidores podemos evitar gastar nuestro dinero en estás marcas",Sat Feb 22 01:24:09 +0000 2025,0,es,"@elpoderdelc @empowerllc @prodesc @coffeewatchorg that helpless knowing all this. I never buy Nestlé coffee or go to any Starbucks to consume their products, hopefully the government did something about it and as consumers we can avoid spending our money on these brands"
1893397330574897400,"@elpoderdelc @EmpowerLLC @ProDESC @coffeewatchorg Cuándo responderán a sus prácticas abusivas, @StarbucksMex?",Sat Feb 22 20:27:55 +0000 2025,0,es,"@elpoderdelc @empowerllc @prodesc @coffeewatchorg When will they respond to their abusive practices, @starbucksmex?"
1893518345334403000,@elpoderdelc @EmpowerLLC @ProDESC @coffeewatchorg Además nestlé y starbucks apoyan el genocidi0 en G A Z A,Sun Feb 23 04:28:48 +0000 2025,0,es,@elpoderdelc @empowerllc @prodesc @coffeewatchorg In addition Nestlé and Starbucks support the genocide in g a z a
1895634667614962000,"@delosquesobran DÍGANLE ADIOS A ESTARBUCKS CHILE.
LO QUE TOCA EL PC LO DESTRUYE.",Sat Mar 01 00:38:18 +0000 2025,3,pt,"@dosquosobran Doganle Adios to Estabucks Chile.
So that plays El PC lo destruye."
1895882007609233400,@delosquesobran Por algo solo trabajan en un Starbucks!😂😂😂,Sat Mar 01 17:01:09 +0000 2025,3,es,@Delosquesobran for something just work in a Starbucks! 😂😂😂
1895617734479921400,"@delosquesobran starbucks, financistas del genocidio en  GAza..",Fri Feb 28 23:31:01 +0000 2025,2,es,"@Delosquesobran Starbucks, Genocide financiers in Gaza .."
1227860319860613000,"@starbucks_es Me parece una medida estupenda. Pero, con la incisión de la tapa se destrozan. No es mas fácil la tapa con boquilla como en USA? Pregunto. Gracias!",Thu Feb 13 07:41:27 +0000 2020,5,es,"@Starbucks_es I think it's a great measure. But, with the incision of the lid they are destroyed. Is the lid with nozzle as in the USA easier? Asked. Thank you!"
1228006442902401000,@starbucks_es La verdad me parece una basura. Un #frapuccino no se puede tomar con una pajita de papel. Se deshace antes de terminarlo. Por experiencia lo sé. Hay objetos que tienen que ser de plástico si o si. Solo falta la costumbre de cubiertos de cartón.,Thu Feb 13 17:22:05 +0000 2020,0,es,@Starbucks_es The truth seems to me a garbage. A #frapuccino cannot be taken with a paper straw. It gets rid before finishing it. From experience I know. There are objects that have to be plastic yes or yes. Only the habit of cardboard cutlery is missing.
1227873807731433500,@starbucks_es @LaWichan,Thu Feb 13 08:35:03 +0000 2020,0,de,@Starbucks_es @lawichan
1227887683848089600,@starbucks_es 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 bravooooo,Thu Feb 13 09:30:11 +0000 2020,0,et,@starbucks_es 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 Bravooooo
1227937485969334300,"@starbucks_es Es estupendo que cada vez seamos más conscientes de que hay que reducir nuestro consumo de plásticos pero, qué habéis hecho con las pajitas de plástico que ya existían?",Thu Feb 13 12:48:05 +0000 2020,0,es,"@Starbucks_es is great that we are increasingly aware that we have to reduce our consumption of plastics but, what have you done with the plastic straws that already existed?"
1901800518734778400,@DaunoTotoro Fuera de Chile Starbucks!!!,Tue Mar 18 00:59:12 +0000 2025,13,es,@Daunotoro outside Chile Starbucks !!!
1902082945013231900,@DaunoTotoro yo hace rato q deje de ir a starbucks,Tue Mar 18 19:41:27 +0000 2025,0,es,@Daunototoro I have stopped going to Starbucks for a while
1902118411444134100,@DaunoTotoro ¿Me puedes explicar en qué se relaciona el sindicato de starbucks y sus demandas con palestina?,Tue Mar 18 22:02:23 +0000 2025,1,es,@Daunototoro Can you explain to me how the Starbucks union is related and its demands with Palestine?
1902021610543927600,"@DaunoTotoro Me pregunto, si los trabajadores de Starbucks están desconforme con su situación laboral, porqué no renuncian y cambian de trabajo o crean un emprendimiento ?",Tue Mar 18 15:37:44 +0000 2025,4,es,"@Daunototoro I wonder, if Starbucks workers are distrustful of their employment situation, why do they not renounce and change their jobs or create an entrepreneurship?"
1901955189222817800,"@DaunoTotoro Mejor una máquina automática de café y otra de sándwiches al lado de unas buenas mesas y sillones, sin personas que atiendan. Más barato, mejor atendido y eficiente. Starbucks quedó en el pasado.",Tue Mar 18 11:13:48 +0000 2025,3,es,"@Daunotoro better an automatic coffee machine and another sandwiches next to good tables and armchairs, without people who attend. Cheaper, better attended and efficient. Starbucks was in the past."
1898805155497202000,"@aurorasolar_ Mi cuñada trabaja alla:

-starbucks vende cafés malos y otros de calidad
-si, es caro en comparación, pero al que va a pasar una tarde al lugar (por trabajo por ejemplo) es bueno
-si, pagan pésimo y ellos tienen descuentos en cafés que hoy les quitaron a los que están en huelga",Sun Mar 09 18:36:41 +0000 2025,43,es,"@aurorasolar_ my sister -in -law works there:

-Starbucks sells bad coffees and others of quality
-Yes, it is expensive compared, but to which an afternoon is going to spend the place (for work for example) it is good
-Yes, they pay lousy and they have discounts on coffees that today removed those who are on strike"
1899044094397104400,"@aurorasolar_ Aún así, prefiero Starbucks antes que el café del Dunkin o de cadenas nuevas como The Coffee, que pedí una vez y lo encontré malisimo y más caro que Starbucks. Además es de los pocos locales que venden Cold Brew",Mon Mar 10 10:26:09 +0000 2025,7,es,"@aurorasolar_ still, I prefer Starbucks before Dunkin coffee or new chains like The Coffee, which I asked once and found it bad and more expensive than Starbucks. It is also one of the few places that sell Cold Brew"
1898797779885187300,"@aurorasolar_ Hay cafeterías pequeñas en ciudades, como en Talca, con mejor atención, café muy rico y precios  accesibles ... #Starbucks pasa a ser una moda, no es más que eso",Sun Mar 09 18:07:23 +0000 2025,6,es,"@aurorasolar_ There are small coffee shops in cities, as in Talca, with better attention, very rich coffee and accessible prices ... #Starbucks becomes a fashion, it is nothing more than that"
1898955030192968200,"@aurorasolar_ Detesto starbucks por tus primeros dos puntos (no voy a una cafetería pensando en cuanto les pagan), pero no estoy de acuerdo contigo: No conozco cafetería donde me pueda sentar en un sillón con la tranquilidad de que no me molesten por el tiempo que llevo ahí",Mon Mar 10 04:32:14 +0000 2025,7,es,"@aurorasorao_ Destoto Starbucks for your first two points (I don't go to a cafeteria thinking about how much they pay them), but I do not agree with you: I do not know the cafeteria where I can sit in an armchair with the peace of mind that they don't bother me for the time I have been there"
1899084753225089000,"@aurorasolar_ Starbucks tiene promo con casi todos los bancos y otros. Con Entel, Banco de Chile, etc. Nunca he pagado más de 3.000 por un café de medio litro y está más que bien. Puedes ocupar los enchufes, el baño o trabajar y jamás te van a decir nada si te quedas mucho rato.",Mon Mar 10 13:07:43 +0000 2025,7,es,"@aurorasolar_ Starbucks has a promo with almost all banks and others. With Entel, Banco de Chile, etc. I have never paid more than 3,000 for a half -liter coffee and is more than good. You can occupy the plugs, the bathroom or work and they will never tell you anything if you stay a long time."
1898944309681918500,@aurorasolar_ starbucks siempre ha valido callampa seca ...,Mon Mar 10 03:49:38 +0000 2025,2,es,@aurorasolar_ Starbucks has always earned Calllampa Dry ...
1899071015466013000,"@aurorasolar_ El mayor selling point de Starbucks es su cultura del ""tercer lugar"". No es la casa ni oficina, sino que una tercera alternativa para que puedas compartir, estudiar, trabajar, etc. Por eso se instruye a los baristas a no echar a nadie y dejar a los clientes tranquilos.",Mon Mar 10 12:13:07 +0000 2025,2,es,"@aurorasolar_ The largest Selling Point in Starbucks is its ""third place"" culture. It is not the house or office, but a third alternative for you to share, study, work, etc. That is why baristas are instructed not to throw anyone and leave customers calm."
1898841740523737300,"@aurorasolar_ Opino igual! Soy cafedependiente, pero nica en starbucks, malo malo malo",Sun Mar 09 21:02:04 +0000 2025,1,es,"@aurorasolar_ I think the same! I'm cafedependent, but only in Starbucks, bad bad bad"
1898856616109469700,"@aurorasolar_ Ademas de su precio, lo que no me gusta de starbucks es la falta de homogeneidad en sus bebidas. Te puedes tomar, por ejemplo, 3 flat white grandes en 3 locales distintos y tener en los 3 un sabor totalmente distinto. A veces la mano del barista se nota mucho.",Sun Mar 09 22:01:10 +0000 2025,3,es,"@aurorasolar_ In addition to its price, which I do not like Starbucks is the lack of homogeneity in their drinks. You can take, for example, 3 FLAT White in 3 different stores and have a totally different taste in the 3. Sometimes the barista's hand shows a lot."
1899054670821085200,"@aurorasolar_ No siento fascinación por #Starbucks pero encuentro que sus variedades de café y té son buenos y sus productos son interesantes. Siempre renuevan su carta de infusiones. En eso súpera a #JuanValdez
Esa creo fue una de las causas de la caída de #PizzaHut , años sin renovarse.",Mon Mar 10 11:08:10 +0000 2025,3,es,"@aurorasolar_ I don't feel fascination with #Starbucks but I find that their varieties of coffee and tea are good and their products are interesting. They always renew their letter of infusions. In that I supe #juanvaldez
I believe that was one of the causes of the fall of #Pizzahut, years without renewing."
1899078088991862800,@aurorasolar_ Vivimos en un país que ama el aparentar status. Eso es Starbucks en Chile,Mon Mar 10 12:41:14 +0000 2025,3,es,@aurorasolar_ we live in a country that loves the appearance status. That is Starbucks in Chile
1898906184620429600,"@aurorasolar_ No más Starbucks , sobrevalorado 

Llevan años robándonos  

Obligaron a sus trabajadores a pedirnos propina para subsistir 

En pandemia se aprovecharon de todo los salvatajes y ahora salen con los despedidos 

Pero faltan  cafeterías con esa variedad de sabores",Mon Mar 10 01:18:09 +0000 2025,2,es,"@aurorasolar_ No more Starbucks, overvalued 

They have been stealing us for years  

They forced their workers to ask us to subsist 

In Pandemia, all the salvages were used and now they go out with the dismissed 

But coffee shops are missing with that variety of flavors"
1899073484602344000,"@aurorasolar_ No quiero defender a Starbucks antes que todo. 
Pero si nos ponemos a ver a quien le pagan bien o no lo maltratan en el trabajo antes de comprar o consumir algo, no podriamos comprar ni consumir nada. 😶‍🌫️",Mon Mar 10 12:22:56 +0000 2025,2,es,"@aurorasolar_ I don't want to defend Starbucks first of all. 
But if we get to see who is paid well or not mistreat him at work before buying or consuming something, we could not buy or consume anything. 😶‍🌫️"
1893777026735079789,"@Monicao2712 Es falso ✍️
Starbucks es una empresa que cotiza en la bolsa, por lo tanto no tiene un dueño. 
Su CEO actual no se pronuncia en temas migrantorios, aunque el anterior sí, pero abogaba por una Reforma Migratoria justa.",Sun Feb 23 21:36:42 +0000 2025,415,es,"@Monicao2712 is false ✍️
Starbucks is a company that quotes on the stock market, therefore it does not have an owner. 
His current CEO is not pronounced in migrant issues, although the previous one yes, but advocated just migratory reform."
1824467028607979891,"Para mi el problema con Starbucks es que la cadena ha sido señalada por malas condiciones laborales, llevando a sus trabajadores ha plantearse en huelga varias veces y actualmente se encuentra en medio de un boicot mundial por apoyar un genocidio. Entonces no, María Pili, no es",Fri Aug 16 15:23:31 +0000 2024,266,es,"For me, the problem with Starbucks is that the chain has been indicated by bad working conditions, taking its workers has taken on strike several times and is currently in the middle of a world boycott for supporting a genocide. Then no, María Pili, is not"
1240697007162798080,"Duré 12 min de mi casa ( Dent ) a Starbucks SabanA, el cual no ha estado ni al 20% de su capacidad ( siempre está al 120%). En realidad en zonas urbanas la gent  ha mermado considerablemente su movilización .

Será sostenible ?",Thu Mar 19 17:49:52 +0000 2020,24,es,"Duré 12 min from my house (dent) to Starbucks Sabana, which has not been 20% of its capacity (it is always at 120%). Actually, in urban areas, the Gent has considerably diminished its mobilization.

Will it be sustainable?"
1787162037899936211,"Starbucks informa de una caída del 15 por ciento en sus ingresos netos (a 772 millones de dólares) en comparación con esta misma época del año pasado.

El boicot funciona. https://t.co/kKkeBL0HjD",Sun May 05 16:46:48 +0000 2024,3792,es,"Starbucks reports a 15 percent drop in their net income (to 772 million dollars) compared to this same time last year.

The boycott works. https://t.co/kkkebl0hjd"
1775592092728746385,"Starbucks esta quebrando a nivel mundial porque la gente lo boicotea por financiar al estado genocida de Israel. 

Aquí parece que es una buena noticia 🙄😒",Wed Apr 03 18:31:58 +0000 2024,474,es,"Starbucks is breaking worldwide because people boycott him for financing Israel's genocidal state. 

Here it seems that it is good news 🙄😒"
1879605801322688793,"Las cafeterías Starbucks anunciaron que tendrán nuevo ‘código de conducta’​​, y no dejará que se ‘cuelguen’ de su #internet 😯

➡️ https://t.co/dhubn0OkpO https://t.co/9UvE5C4cmO",Wed Jan 15 19:05:19 +0000 2025,265,es,"Starbucks coffee shops announced that they will have a new ‘code of conduct’, and will not let them ‘hang’ from their #Internet 😯

➡️ https://t.co/dhubn0okpo https://t.co/9uve5c4cmo"
1242104622707363841,"Es preocupante que siempre hables de cómo las empresas se “enriquecen”, pero no de cómo invierten, generan empleos, pagan impuestos, etc. ¿Entiendes que Starbucks en EU va a tener toneladas de ayuda federal para quedarse solvente y que se pospuso su pago de impuestos 3 meses?",Mon Mar 23 15:03:13 +0000 2020,4147,es,"It is worrying that you always talk about how companies ""enrich"", but not how they invest, generate jobs, pay taxes, etc. Do you understand that Starbucks in the US will have federal help to stay solvent and that its payment of 3 months was postponed?"
1264836128261234688,"Un ""café"" del Starbucks tiene 80g de azúcar equivalente a 20 terrones. 

(Variedad analizada: Mocca Blanco venti, con nata y sirope de chocolate) https://t.co/a1bE1pFSF9",Mon May 25 08:30:07 +0000 2020,186,es,"A ""coffee"" of Starbucks has 80g of sugar equivalent to 20 lumps. 

(Analyzed variety: Mocca Blanco Venti, with cream and chocolate syrup) https://t.co/a1be1Pf9"
1899153711991287907,"El más reciente informe de @CICTAR_Tax revela las estrategias de evasión fiscal por parte de #Starbucks, contradiciendo la publicidad de la empresa por ser ética y sostenible en su cadena de suministro. 

El informe de CICTAR amplia la discusión en torno a la falta de debida",Mon Mar 10 17:41:44 +0000 2025,2,es,"The most recent report of @cictar_tax reveals the strategies of tax evasion by #starbucks, contradicting the advertising of the company for being ethical and sustainable in its supply chain. 

The report of Cictar broadly the discussion around the lack of due"
1815770075581882689,"Esto es demasiado real, entiendo que alomejor quieras consumir ropa sostenible pero ver a gente que caga dinero con su iPhone a dejarse 50 euros en el humana cada mes para luego comprarse un café de 6 euros en el Starbucks… wells",Tue Jul 23 15:24:56 +0000 2024,4,es,"This is too real, I understand that you want to consume sustainable clothes but see people who screw"
1778490469862793402,"Nueva incorporación en cartera Starbucks $SBUX. 
 Ya estuve invertida en ella antes. Sólido balance, excelente directiva, recompras, dividendo sostenible..lo explicaré mejor en otro tweet.
 Posibles razones a su mínimo de 52 semanas, alto precio del café que afectará márgenes. https://t.co/oJniMq5fUZ",Thu Apr 11 18:29:05 +0000 2024,60,es,"New incorporation in Starbucks $ Sbux portfolio. 
 I was already inverted in it before. Solid balance, excellent directive, repurchases, sustainable dividend ... I will explain better on another tweet.
 Possible reasons to its minimum of 52 weeks, high price of coffee that will affect margins. https://t.co/ojnimq5fuz"
193105003425173505,Starbucks aplica el diseño sostenible cuidando el medio ambiente #retailperu,Thu Apr 19 22:33:15 +0000 2012,0,es,Starbucks applies sustainable design taking care of the environment #RETAILPERU
1017045152370757633,"Starbucks will bis 2020 komplett auf Plastik-Strohhalme verzichten, um die Umwelt zu schützen.",Wed Jul 11 13:57:14 +0000 2018,164,de,Starbucks wants to do without plastic straws completely by 2020 to protect the environment.
322656576857059329,#mapp4allenlacalle #g14 Starbucks muy sostenible.. y caro! @Lau13293 http://t.co/c40YHD3alN,Fri Apr 12 10:24:57 +0000 2013,0,es,#MAPP4ALENLACALLE #G14 STARBUCKS Very sustainable .. and expensive! @Lau13293 http://t.co/c40yhd3aln
1404474278792290304,"Muchos ingleses dejaron de ir a Starbuks porque practicaba la evasión fiscal, trasladando sus sede de Londres a Amsterdam para pagar menos impuestos. Resultado Starbucks volvió su sede a Londres. SI SE PUEDE acabar con los abusos de las multinacionales.",Mon Jun 14 16:22:16 +0000 2021,604,es,"Many English stopped going to Starbuks because he practiced tax evasion, moving their London headquarters to Amsterdam to pay less taxes. Starbucks result returned its headquarters to London. If you can end the abuse of multinationals."
1743197299935777000,"@viva0palestina Y pone una foto en la que lo que dice es que Starbucks permitirá rellenar los vasos que lleven los clientes.

Yo creo que ni sabe inglés 😂",Fri Jan 05 09:06:38 +0000 2024,52,es,"@viva0palestina and puts a photo in which what it says is that Starbucks will allow to fill the vessels that customers wear.

I think it doesn't even know English 😂"
1743140664169079000,"@viva0palestina @Cuprute No entren a un Starbucks 
No pida Delivery
....
Consuma Café en Grano Colombiano",Fri Jan 05 05:21:34 +0000 2024,6,es,"@viva0palestina @cuprute does not enter a Starbucks 
Do not ask for delivery
...
Consume coffee in Colombian grain"
1743115490099134500,"@viva0palestina #BoicotStarbucks 
#BoicotIsrael",Fri Jan 05 03:41:33 +0000 2024,4,it,"@Viva0palestina #Boicotstarbucks 
#Boicotisrael"
1743121756624200000,@viva0palestina #BoycottStarbucks,Fri Jan 05 04:06:27 +0000 2024,2,it,@Viva0palestina #boycottstarbucks
1743162924300915000,"@viva0palestina @IfeOcio Lo que querrán será vender vasos vacíos, al fin y al cabo la gente va a los Starbucks a hacerse selfies con los vasos con el logo, por puro postureo, porque el café es malísimo. Que prueben a vender cafés en vasos sin logo ya verás que risas. https://t.co/BxXx0IxrxQ",Fri Jan 05 06:50:02 +0000 2024,2,es,"@viva0palestina @Feocio What they will want will be to sell empty vessels, after all people go to the Starbucks to make selfies with the vessels with the logo, by pure posture, because coffee is very bad. That they try to sell coffees in vessels without logo you will see what laughs. https://t.co/bxxx0ixrxq"
1743290380907377000,"@viva0palestina Payasito el texto dice:
El impacto de los esfuerzos de boycott por Palestina:
Starbucks anuncia una nueva política en la que permite a los clientes rellenar sus propios vasos, buscando reducir el uso de vasos desechables.

No dice nada de ganancias o perdidas.",Fri Jan 05 15:16:30 +0000 2024,3,es,"@viva0palestina Payasito The text says:
The impact of Boycott's efforts by Palestine:
Starbucks announces a new policy in which it allows customers to fill their own vessels, seeking to reduce the use of disposable vessels.

It does not say anything about profits or losses."
1743071818880094200,"@viva0palestina Pero en los países árabes ajaja, los que pierden son ustedes, aumenta el desempleo y se deja de percibír dinero e inversión, total esos 11 mil millones Starbucks los tenían de sobra 😂",Fri Jan 05 00:48:00 +0000 2024,0,es,"@alive0palestina but in the Arab countries ajaja, those who lose are you, increase unemployment and stop receiving money and investment, total those 11 billion Starbucks had them well 😂"
1743120556306645500,@viva0palestina Jajajaja jajajaja Starbucks no que muy inclusivo..... Igualmente lo funaron,Fri Jan 05 04:01:40 +0000 2024,0,es,@alive0palestina hahahaha hahahaha Starbucks not very inclusive ..... They also served him
1743180474866872600,"@viva0palestina Ayer pase por el Starbucks del centro y lleno a la hora del almuerzo, si está era su idea de boicot, que buena estrategia mañana sin falta comprare  un cafecito",Fri Jan 05 07:59:46 +0000 2024,0,es,"@viva0palestina yesterday passes through the Starbucks of the center and full at lunchtime, if this was his idea of ​​boycott, that good strategy tomorrow without fail I will buy a coffee"
1743136915547656400,"@viva0palestina El sindicato de empleados de Starbucks se ha aprovechado del boicot y aprovechó la oportunidad para exigir mejores condiciones de trabajo, incluidos los horarios y la libertad de negociar contratos haciendo huelgas en supuesto apoyo a Palestina, eso es lo que está pasando.",Fri Jan 05 05:06:41 +0000 2024,0,es,"@viva0palestina The Starbucks employee union has taken advantage of the boycott and took the opportunity to demand better working conditions, including schedules and the freedom to negotiate contracts doing strikes in alleged support for Palestine, that is what is happening."
1743274262989783000,"@viva0palestina Starbucks, NEVER AGAIN!",Fri Jan 05 14:12:27 +0000 2024,0,lt,"@viviva0palestina Starbucks, Never Again!"
1743325650272821500,@viva0palestina Acabo de salir de @Starbucks y siguen vendiendo igual,Fri Jan 05 17:36:39 +0000 2024,0,es,@viva0palestina I just left @starbucks and keep selling the same
1742981643751870700,"@viva0palestina ¿Exitosa?
😂😂😂😂😂
Acabo de almorzar en un Starbucks lleno de gente. https://t.co/8M1Zs90SkX",Thu Jan 04 18:49:41 +0000 2024,2,es,"@alive0palestine successful?
😂😂😂😂😂
I just lunch in a Starbucks full of people. https://t.co/8M1ZS90SKX"
990330755371892738,"Muchos Ingleses dejaron de ir a Starbucks porque practicaba la elusion fiscal traslando su sede de Londres a Amsterdan para pagar menos impuestos.Resultado Starbucks volvio su sede a Londres,SI SE PUEDE acabar con los abusos de las multinacionales.",Sat Apr 28 20:43:46 +0000 2018,382,es,"Many English stopped going to Starbucks because he practiced the fiscal elusion after his headquarters from London to Amsterdan to pay less taxes. Starbucks returned his headquarters to London, if you can end the abuse of multinationals."
1271760812223475713,"Muchos ingleses dejaron de ir a Starbucks por practicas de elusión fiscal, al trasladar su sede de Londres a Amsterdam para pagar menos impuestos. Resultado Strabucks volvio a tener su sede en Londeres. SI SE PUEDE acabar con los abusos de las multinacionales.",Sat Jun 13 11:06:20 +0000 2020,344,es,"Many English stopped going to Starbucks for fiscal elusion practices, moving their London headquarters to Amsterdam to pay less taxes. Strabucks result had its headquarters in Londers. If you can end the abuse of multinationals."
1328413607693049856,"Muchos ingleses dejaron de ir a Starbucks porque el partido practicaba la elusión fiscal, trasladando su sede de Londres a Amsterdam para pagar menos impuestos. Resultado Starbucks volvió a Londres. SI DE PUEDE acabar con los abusos de las multinacionales.",Mon Nov 16 19:04:19 +0000 2020,228,es,"Many English stopped going to Starbucks because the party practiced fiscal elusion, moving its London headquarters to Amsterdam to pay less taxes. Starbucks result returned to London. If you can end the abuse of multinationals."
1574409390932762625,"Otra vez destruir un área verde importante y arbolado valioso, para crear otro mall y tener un starbucks? Es que cuándo vamos a aprender a ponderar las nuevas variables del desarrollo sostenible! La cosa no va por allí #brisasdelgolf",Mon Sep 26 14:43:44 +0000 2022,13,es,"Again destroy an important green area and valuable tree, to create another mall and have a Starbucks? Is that when we are going to learn to weigh the new variables of sustainable development! The thing does not go there #brisasdelgolf"
1237740103558205440,Starbucks estrena un nuevo vaso más sostenible. Esto es lo que lo hace diferente https://t.co/GrkpJUahiZ,Wed Mar 11 14:00:11 +0000 2020,99,es,Starbucks premieres a new more sustainable glass. This is what makes it different https://t.co/grkpjuahiz
27682902871375872,"Starbucks abre hoy en Getafe la tienda más ecológica del mundo: ahorro de agua y energía, jardines verticales, un espectáculo sostenible",Wed Jan 19 11:04:53 +0000 2011,0,es,"Starbucks today opens the most ecological store in the world in Getafe: water and energy saving, vertical gardens, a sustainable show"
1180855913969786881,El café de Starbucks es tan sostenible como una silla de dos patas.,Sun Oct 06 14:42:43 +0000 2019,11,es,Starbucks coffee is as sustainable as a two -legged chair.
